case,comment,likes_raw,likes,date_iso,hash_id,comment_norm,comment_length,emojis_list,hashtags_list,days_old,language,is_brazilian,comment_anon,theme_C1,theme_C2,theme_C3,theme_C4,theme_C5,theme_NA,theme_conf,character,char_conf,tone,tone_conf,needs_human_review,coder_agreement,reviewer_used,kappa_reviewer_a,kappa_reviewer_b,rule_id,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,classification_source,theme_C1_human,theme_C2_human,theme_C3_human,theme_C4_human,theme_C5_human,theme_NA_human,character_human,tone_human,human_notes,reviewed_by,reviewed_at,human_reviewed
Bruno_Mars,💛,1 Me gusta,1,2026-01-06 09:49:14+00:00,BRUNO_MARS_3870,💛,1,['💛'],[],425,,False,💛,False,False,False,True,False,False,0.83,Afetivo,0.86,Positivo,0.84,False,True,False,,,national_colors_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🔥🇧🇷🔥,2 Me gusta,2,2025-12-04 00:57:20+00:00,BRUNO_MARS_2346,🔥🇧🇷🔥,4,"['🔥', '🇧🇷']",[],392,,True,🔥🇧🇷🔥,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Video legendario 💚,2 Me gusta,2,2026-01-31 15:32:43+00:00,BRUNO_MARS_6659,video legendario 💚,18,['💚'],[],450,es,False,Video legendario 💚,False,False,False,True,False,False,0.92,Afetivo,0.95,Positivo,0.95,False,True,False,,,,False,False,False,True,False,False,Afetivo,Positivo,0.92,False,False,False,True,False,False,Afetivo,Positivo,0.85,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,😍🇧🇷❤️,2 Me gusta,2,2026-01-22 02:40:32+00:00,BRUNO_MARS_5248,😍🇧🇷❤️,5,"['😍', '❤️', '🇧🇷']",[],441,,True,😍🇧🇷❤️,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1 Me gusta,1,2026-01-31 04:52:05+00:00,BRUNO_MARS_6584,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,14,['🇧🇷'],[],450,,True,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200m,2 Me gusta,2,2025-12-01 19:14:07+00:00,BRUNO_MARS_2174,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200m'],389,pt,True,@user #rumoaos200m,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,"Falta 15mil, gente!!!",5 Me gusta,5,2026-01-23 00:20:08+00:00,BRUNO_MARS_5357,"falta 15mil, gente!!!",21,[],[],442,it,False,"Falta 15mil, gente!!!",False,False,False,False,True,False,0.8,Cognitivo,0.7,Neutro,0.6,False,True,False,,,,False,False,False,False,True,False,Cognitivo,Neutro,0.8,False,False,False,False,True,False,Cognitivo,Positivo,0.75,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,😂🇧🇷🔥,2 Me gusta,2,2025-12-04 00:53:47+00:00,BRUNO_MARS_2311,😂🇧🇷🔥,4,"['🇧🇷', '😂', '🔥']",[],392,,True,😂🇧🇷🔥,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,😍💚🇧🇷❤️,2 Me gusta,2,2026-01-08 14:48:59+00:00,BRUNO_MARS_3990,😍💚🇧🇷❤️,6,"['😍', '💚', '❤️', '🇧🇷']",[],427,,True,😍💚🇧🇷❤️,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷🇧🇷,1 Me gusta,1,2026-01-30 12:56:53+00:00,BRUNO_MARS_6482,🇧🇷🇧🇷🇧🇷,6,['🇧🇷'],[],449,,True,🇧🇷🇧🇷🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷💚💛💚,2 Me gusta,2,2026-02-28 01:36:20+00:00,BRUNO_MARS_7871,🇧🇷🇧🇷💚💛💚,7,"['🇧🇷', '💚', '💛']",[],478,,True,🇧🇷🇧🇷💚💛💚,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200M,1 Me gusta,1,2025-12-10 14:48:54+00:00,BRUNO_MARS_2677,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200M'],398,pt,True,@user #rumoaos200M,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🔥,2 Me gusta,2,2025-11-10 17:15:05+00:00,BRUNO_MARS_1028,🇧🇷🔥,3,"['🇧🇷', '🔥']",[],368,,True,🇧🇷🔥,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💚🇧🇷❤️,2 Me gusta,2,2026-01-22 02:41:03+00:00,BRUNO_MARS_5256,💚🇧🇷❤️,5,"['🇧🇷', '💚', '❤️']",[],441,,True,💚🇧🇷❤️,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200m,0,0,2025-12-13 17:11:05+00:00,BRUNO_MARS_2971,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200m'],401,pt,True,@user #rumoaos200m,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷,1 Me gusta,1,2026-01-30 02:32:04+00:00,BRUNO_MARS_6439,🇧🇷,2,['🇧🇷'],[],449,,True,🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,😍😍😍😍,1 Me gusta,1,2026-01-30 02:31:52+00:00,BRUNO_MARS_6430,😍😍😍😍,4,['😍'],[],449,,False,😍😍😍😍,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Y'all I think @dorgeania is a fan,4 Me gusta,4,2026-01-15 12:25:48+00:00,BRUNO_MARS_4804,y'all i think @dorgeania is a fan,33,[],[],434,en,False,Y'all I think @user is a fan,False,False,False,False,False,True,0.7,Cognitivo,0.6,Neutro,0.6,False,True,False,,,,False,False,False,False,False,True,Cognitivo,Neutro,0.7,False,False,False,False,False,True,Cognitivo,Neutro,0.75,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷🇧🇷😍😍,4 Me gusta,4,2026-01-09 10:01:44+00:00,BRUNO_MARS_4230,🇧🇷🇧🇷🇧🇷😍😍,8,"['🇧🇷', '😍']",[],428,,True,🇧🇷🇧🇷🇧🇷😍😍,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷😂,3 Me gusta,3,2026-01-21 17:27:13+00:00,BRUNO_MARS_5200,🇧🇷😂,3,"['🇧🇷', '😂']",[],440,,True,🇧🇷😂,False,False,False,False,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🔥,0,0,2025-10-25 00:59:44+00:00,BRUNO_MARS_0801,🇧🇷🔥,3,"['🇧🇷', '🔥']",[],352,,True,🇧🇷🔥,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷💛,1 Me gusta,1,2026-01-26 14:55:50+00:00,BRUNO_MARS_5850,🇧🇷💛,3,"['🇧🇷', '💛']",[],445,,True,🇧🇷💛,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,❤️🇧🇷,1 Me gusta,1,2026-02-06 12:31:14+00:00,BRUNO_MARS_7125,❤️🇧🇷,4,"['🇧🇷', '❤️']",[],456,,True,❤️🇧🇷,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200m,2 Me gusta,2,2025-12-01 23:47:33+00:00,BRUNO_MARS_2190,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200m'],389,pt,True,@user #rumoaos200m,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200m,1 Me gusta,1,2025-12-09 20:34:46+00:00,BRUNO_MARS_2604,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200m'],397,pt,True,@user #rumoaos200m,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,😍🇧🇷😂,1 Me gusta,1,2026-01-18 02:02:15+00:00,BRUNO_MARS_4939,😍🇧🇷😂,4,"['😍', '😂', '🇧🇷']",[],437,,True,😍🇧🇷😂,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷,2 Me gusta,2,2025-12-04 19:57:13+00:00,BRUNO_MARS_2413,🇧🇷,2,['🇧🇷'],[],392,,True,🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,É O BRASIL COM SAUDADES DO NOSSO BRUNINHO 💚💛,2 Me gusta,2,2026-01-27 00:48:13+00:00,BRUNO_MARS_6048,é o brasil com saudades do nosso bruninho 💚💛,44,"['💚', '💛']",[],446,pt,True,É O BRASIL COM SAUDADES DO NOSSO BRUNINHO 💚💛,False,False,False,True,True,False,0.92,Afetivo,0.95,Positivo,0.93,False,True,False,,,,False,False,False,True,True,False,Afetivo,Positivo,0.92,False,False,False,True,True,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,🔥🔥🔥🇧🇷🇧🇷🇧🇷,1 Me gusta,1,2026-01-08 21:02:08+00:00,BRUNO_MARS_4082,🔥🔥🔥🇧🇷🇧🇷🇧🇷,9,"['🔥', '🇧🇷']",[],427,,True,🔥🔥🔥🇧🇷🇧🇷🇧🇷,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,como pode você ser gato engraçadinho rebaixado e ter cabelo grande? tudo q eu gosto,5 Me gusta,5,2026-01-19 05:12:34+00:00,BRUNO_MARS_5063,como pode você ser gato engraçadinho rebaixado e ter cabelo grande? tudo q eu gosto,83,[],[],438,pt,True,como pode você ser gato engraçadinho rebaixado e ter cabelo grande? tudo q eu gosto,False,False,False,True,False,False,0.85,Afetivo,0.9,Positivo,0.9,False,True,False,,,,False,False,False,True,False,False,Afetivo,Positivo,0.85,False,False,False,True,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,❤️🇧🇷📍,0,0,2026-02-01 14:26:01+00:00,BRUNO_MARS_6766,❤️🇧🇷📍,5,"['🇧🇷', '📍', '❤️']",[],451,,True,❤️🇧🇷📍,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_location,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💚,5 Me gusta,5,2026-01-25 21:34:06+00:00,BRUNO_MARS_5702,💚,1,['💚'],[],444,,False,💚,False,False,False,True,False,False,0.83,Afetivo,0.86,Positivo,0.84,False,True,False,,,national_colors_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷❤️,0,0,2026-01-29 01:09:20+00:00,BRUNO_MARS_6267,🇧🇷❤️,4,"['🇧🇷', '❤️']",[],448,,True,🇧🇷❤️,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,"Brasil é fod@@@, 13 milhões de curtidas 👏🏻🇧🇷🇧🇷🇧🇷",4 Me gusta,4,2026-01-24 19:12:00+00:00,BRUNO_MARS_5504,"brasil é fod@@@, 13 milhões de curtidas 👏🏻🇧🇷🇧🇷🇧🇷",48,"['🇧🇷', '👏🏻']",[],443,pt,True,"Brasil é fod@@@, 13 milhões de curtidas 👏🏻🇧🇷🇧🇷🇧🇷",True,False,False,True,True,False,0.95,Afetivo,0.93,Positivo,0.95,False,False,True,1.0,0.6153846153846154,,True,False,False,True,True,False,Afetivo,Positivo,0.92,True,False,False,False,True,False,Afetivo,Positivo,0.85,llm_reviewer,,,,,,,,,,,,False
